+-------+----+------+------+------+----+----+-----+-----+------+------+----+------+------+----+------+------+------+-------+-------+--------------+
| Tick  | M1 | MREQ | IORQ | RFSH | RD | WR | INT | NMI | IFF1 | AB   | DB | PC   | SP   | IR | AF   | BC   | HL   | Io    | Mem   | Asm          |
| 751/1 |    | MREQ |      |      | RD |    |     |     |      | 0070 | 80 | 0071 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
| 751/0 |    |      |      |      |    |    |     |     |      | 0070 | 80 | 0071 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
| 752/1 |    |      |      |      |    |    |     |     |      | 0071 | 80 | 0071 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
| 752/0 |    | MREQ |      |      | RD |    |     |     |      | 0071 | 80 | 0072 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
| 753/1 |    | MREQ |      |      | RD |    |     |     |      | 0071 | 00 | 0072 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
| 753/0 |    | MREQ |      |      | RD |    |     |     |      | 0071 | 00 | 0072 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
| 754/1 |    | MREQ |      |      | RD |    |     |     |      | 0071 | 00 | 0072 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
| 754/0 |    |      |      |      |    |    |     |     |      | 0071 | 00 | 0072 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
| 755/1 |    |      |      |      |    |    |     |     |      | 0080 | 00 | 0072 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
| 755/0 |    | MREQ |      |      | RD |    |     |     |      | 0080 | 00 | 0072 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
| 756/1 |    | MREQ |      |      | RD |    |     |     |      | 0080 | 01 | 0072 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
| 756/0 |    | MREQ |      |      | RD |    |     |     |      | 0080 | 01 | 0072 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
| 757/1 |    | MREQ |      |      | RD |    |     |     |      | 0080 | 01 | 0072 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
| 757/0 |    |      |      |      |    |    |     |     |      | 0080 | 01 | 0072 | FFFC | 3A | 012C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
| 758/1 | M1 |      |      |      |    |    |     |     |      | 0072 | 01 | 0072 | FFFC | 3A | 012C | 781E | 0081 | 78 56 | 01 02 | INC A        |
| 758/0 | M1 | MREQ |      |      | RD |    |     |     |      | 0072 | 01 | 0073 | FFFC | 3A | 012C | 781E | 0081 | 78 56 | 01 02 | INC A        |
| 759/1 | M1 | MREQ |      |      | RD |    |     |     |      | 0072 | 3C | 0073 | FFFC | 3A | 012C | 781E | 0081 | 78 56 | 01 02 | INC A        |
| 759/0 | M1 | MREQ |      |      | RD |    |     |     |      | 0072 | 3C | 0073 | FFFC | 00 | 012C | 781E | 0081 | 78 56 | 01 02 | INC A        |
| 760/1 |    |      |      | RFSH |    |    |     |     |      | 005B | 3C | 0073 | FFFC | 3C | 012C | 781E | 0081 | 78 56 | 01 02 | INC A        |
| 760/0 |    | MREQ |      | RFSH |    |    |     |     |      | 005B | 3C | 0073 | FFFC | 3C | 012C | 781E | 0081 | 78 56 | 01 02 | INC A        |
| 761/1 |    | MREQ |      | RFSH |    |    |     |     |      | 005B | 3C | 0073 | FFFC | 3C | 012C | 781E | 0081 | 78 56 | 01 02 | INC A        |
| 761/0 |    |      |      | RFSH |    |    |     |     |      | 005B | 3C | 0073 | FFFC | 3C | 012C | 781E | 0081 | 78 56 | 01 02 | INC A        |
| 762/1 | M1 |      |      |      |    |    |     |     |      | 0073 | 3C | 0073 | FFFC | 3C | 012C | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 762/0 | M1 | MREQ |      |      | RD |    |     |     |      | 0073 | 3C | 0074 | FFFC | 3C | 012C | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 763/1 | M1 | MREQ |      |      | RD |    |     |     |      | 0073 | 32 | 0074 | FFFC | 3C | 012C | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 763/0 | M1 | MREQ |      |      | RD |    |     |     |      | 0073 | 32 | 0074 | FFFC | 00 | 022C | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 764/1 |    |      |      | RFSH |    |    |     |     |      | 005C | 32 | 0074 | FFFC | 32 | 022C | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 764/0 |    | MREQ |      | RFSH |    |    |     |     |      | 005C | 32 | 0074 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 765/1 |    | MREQ |      | RFSH |    |    |     |     |      | 005C | 32 | 0074 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 765/0 |    |      |      | RFSH |    |    |     |     |      | 005C | 32 | 0074 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 766/1 |    |      |      |      |    |    |     |     |      | 0074 | 32 | 0074 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 766/0 |    | MREQ |      |      | RD |    |     |     |      | 0074 | 32 | 0075 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 767/1 |    | MREQ |      |      | RD |    |     |     |      | 0074 | 80 | 0075 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 767/0 |    | MREQ |      |      | RD |    |     |     |      | 0074 | 80 | 0075 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 768/1 |    | MREQ |      |      | RD |    |     |     |      | 0074 | 80 | 0075 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 768/0 |    |      |      |      |    |    |     |     |      | 0074 | 80 | 0075 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 769/1 |    |      |      |      |    |    |     |     |      | 0075 | 80 | 0075 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 769/0 |    | MREQ |      |      | RD |    |     |     |      | 0075 | 80 | 0076 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 770/1 |    | MREQ |      |      | RD |    |     |     |      | 0075 | 00 | 0076 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 770/0 |    | MREQ |      |      | RD |    |     |     |      | 0075 | 00 | 0076 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 771/1 |    | MREQ |      |      | RD |    |     |     |      | 0075 | 00 | 0076 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 771/0 |    |      |      |      |    |    |     |     |      | 0075 | 00 | 0076 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 772/1 |    |      |      |      |    |    |     |     |      | 0080 | 00 | 0076 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 772/0 |    | MREQ |      |      |    |    |     |     |      | 0080 | 02 | 0076 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 773/1 |    | MREQ |      |      |    |    |     |     |      | 0080 | 02 | 0076 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 773/0 |    | MREQ |      |      |    | WR |     |     |      | 0080 | 02 | 0076 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
| 774/1 |    | MREQ |      |      |    | WR |     |     |      | 0080 | 02 | 0076 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 02 02 | LD (0080h),A |
| 774/0 |    |      |      |      |    |    |     |     |      | 0080 | 02 | 0076 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 02 02 | LD (0080h),A |
| 775/1 | M1 |      |      |      |    |    |     |     |      | 0076 | 00 | 0076 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 02 02 | POP AF       |
| 775/0 | M1 | MREQ |      |      | RD |    |     |     |      | 0076 | 00 | 0077 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 02 02 | POP AF       |
| 776/1 | M1 | MREQ |      |      | RD |    |     |     |      | 0076 | F1 | 0077 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 02 02 | POP AF       |
| 776/0 | M1 | MREQ |      |      | RD |    |     |     |      | 0076 | F1 | 0077 | FFFC | 00 | 0200 | 781E | 0081 | 78 56 | 02 02 | POP AF       |
| 777/1 |    |      |      | RFSH |    |    |     |     |      | 005D | F1 | 0077 | FFFC | F1 | 0200 | 781E | 0081 | 78 56 | 02 02 | POP AF       |
| 777/0 |    | MREQ |      | RFSH |    |    |     |     |      | 005D | F1 | 0077 | FFFC | F1 | 0200 | 781E | 0081 | 78 56 | 02 02 | POP AF       |
| 778/1 |    | MREQ |      | RFSH |    |    |     |     |      | 005D | F1 | 0077 | FFFC | F1 | 0200 | 781E | 0081 | 78 56 | 02 02 | POP AF       |
| 778/0 |    |      |      | RFSH |    |    |     |     |      | 005D | F1 | 0077 | FFFC | F1 | 0200 | 781E | 0081 | 78 56 | 02 02 | POP AF       |
| 779/1 |    |      |      |      |    |    |     |     |      | FFFC | F1 | 0077 | FFFC | F1 | 0200 | 781E | 0081 | 78 56 | 02 02 | POP AF       |
| 779/0 |    | MREQ |      |      | RD |    |     |     |      | FFFC | F1 | 0077 | FFFC | F1 | 0200 | 781E | 0081 | 78 56 | 02 02 | POP AF       |
| 780/1 |    | MREQ |      |      | RD |    |     |     |      | FFFC | 2C | 0077 | FFFC | F1 | 0200 | 781E | 0081 | 78 56 | 02 02 | POP AF       |
| 780/0 |    | MREQ |      |      | RD |    |     |     |      | FFFC | 2C | 0077 | FFFD | F1 | 0200 | 781E | 0081 | 78 56 | 02 02 | POP AF       |
| 781/1 |    | MREQ |      |      | RD |    |     |     |      | FFFC | 2C | 0077 | FFFD | F1 | 0200 | 781E | 0081 | 78 56 | 02 02 | POP AF       |
| 781/0 |    |      |      |      |    |    |     |     |      | FFFC | 2C | 0077 | FFFD | F1 | 022C | 781E | 0081 | 78 56 | 02 02 | POP AF       |
| 782/1 |    |      |      |      |    |    |     |     |      | FFFD | 2C | 0077 | FFFD | F1 | 022C | 781E | 0081 | 78 56 | 02 02 | POP AF       |
| 782/0 |    | MREQ |      |      | RD |    |     |     |      | FFFD | 2C | 0077 | FFFD | F1 | 022C | 781E | 0081 | 78 56 | 02 02 | POP AF       |
| 783/1 |    | MREQ |      |      | RD |    |     |     |      | FFFD | 00 | 0077 | FFFD | F1 | 022C | 781E | 0081 | 78 56 | 02 02 | POP AF       |
| 783/0 |    | MREQ |      |      | RD |    |     |     |      | FFFD | 00 | 0077 | FFFE | F1 | 022C | 781E | 0081 | 78 56 | 02 02 | POP AF       |
| 784/1 |    | MREQ |      |      | RD |    |     |     |      | FFFD | 00 | 0077 | FFFE | F1 | 022C | 781E | 0081 | 78 56 | 02 02 | POP AF       |
| 784/0 |    |      |      |      |    |    |     |     |      | FFFD | 00 | 0077 | FFFE | F1 | 002C | 781E | 0081 | 78 56 | 02 02 | POP AF       |
| 785/1 | M1 |      |      |      |    |    |     |     |      | 0077 | 00 | 0077 | FFFE | F1 | 002C | 781E | 0081 | 78 56 | 02 02 | EI           |
| 785/0 | M1 | MREQ |      |      | RD |    |     |     |      | 0077 | 00 | 0078 | FFFE | F1 | 002C | 781E | 0081 | 78 56 | 02 02 | EI           |
| 786/1 | M1 | MREQ |      |      | RD |    |     |     |      | 0077 | FB | 0078 | FFFE | F1 | 002C | 781E | 0081 | 78 56 | 02 02 | EI           |
| 786/0 | M1 | MREQ |      |      | RD |    |     |     |      | 0077 | FB | 0078 | FFFE | 00 | 002C | 781E | 0081 | 78 56 | 02 02 | EI           |
| 787/1 |    |      |      | RFSH |    |    |     |     |      | 005E | FB | 0078 | FFFE | FB | 002C | 781E | 0081 | 78 56 | 02 02 | EI           |
| 787/0 |    | MREQ |      | RFSH |    |    |     |     |      | 005E | FB | 0078 | FFFE | FB | 002C | 781E | 0081 | 78 56 | 02 02 | EI           |
| 788/1 |    | MREQ |      | RFSH |    |    |     |     |      | 005E | FB | 0078 | FFFE | FB | 002C | 781E | 0081 | 78 56 | 02 02 | EI           |
| 788/0 |    |      |      | RFSH |    |    |     |     |      | 005E | FB | 0078 | FFFE | FB | 002C | 781E | 0081 | 78 56 | 02 02 | EI           |
| 789/1 | M1 |      |      |      |    |    |     |     |      | 0078 | FB | 0078 | FFFE | FB | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 789/0 | M1 | MREQ |      |      | RD |    |     |     |      | 0078 | FB | 0079 | FFFE | FB | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 790/1 | M1 | MREQ |      |      | RD |    |     |     |      | 0078 | ED | 0079 | FFFE | FB | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 790/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0078 | ED | 0079 | FFFE | 00 | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 791/1 |    |      |      | RFSH |    |    |     |     | IFF1 | 005F | ED | 0079 | FFFE | ED | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 791/0 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 005F | ED | 0079 | FFFE | ED | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 792/1 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 005F | ED | 0079 | FFFE | ED | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 792/0 |    |      |      | RFSH |    |    |     |     | IFF1 | 005F | ED | 0079 | FFFE | ED | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 793/1 | M1 |      |      |      |    |    |     |     | IFF1 | 0079 | ED | 0079 | FFFE | ED | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 793/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0079 | ED | 007A | FFFE | ED | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 794/1 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0079 | 4D | 007A | FFFE | ED | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 794/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0079 | 4D | 007A | FFFE | 00 | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 795/1 |    |      |      | RFSH |    |    |     |     | IFF1 | 0060 | 4D | 007A | FFFE | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 795/0 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0060 | 4D | 007A | FFFE | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 796/1 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0060 | 4D | 007A | FFFE | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 796/0 |    |      |      | RFSH |    |    |     |     | IFF1 | 0060 | 4D | 007A | FFFE | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 797/1 |    |      |      |      |    |    |     |     | IFF1 | FFFE | 4D | 007A | FFFE | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 797/0 |    | MREQ |      |      | RD |    |     |     | IFF1 | FFFE | 4D | 007A | FFFE | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 798/1 |    | MREQ |      |      | RD |    |     |     | IFF1 | FFFE | 1A | 007A | FFFE | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 798/0 |    | MREQ |      |      | RD |    |     |     | IFF1 | FFFE | 1A | 007A | FFFF | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 799/1 |    | MREQ |      |      | RD |    |     |     | IFF1 | FFFE | 1A | 007A | FFFF | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 799/0 |    |      |      |      |    |    |     |     | IFF1 | FFFE | 1A | 007A | FFFF | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 800/1 |    |      |      |      |    |    |     |     | IFF1 | FFFF | 1A | 007A | FFFF | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 800/0 |    | MREQ |      |      | RD |    |     |     | IFF1 | FFFF | 1A | 007A | FFFF | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 801/1 |    | MREQ |      |      | RD |    |     |     | IFF1 | FFFF | 00 | 007A | FFFF | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 801/0 |    | MREQ |      |      | RD |    |     |     | IFF1 | FFFF | 00 | 007A | 0000 | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 802/1 |    | MREQ |      |      | RD |    |     |     | IFF1 | FFFF | 00 | 007A | 0000 | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 802/0 |    |      |      |      |    |    |     |     | IFF1 | FFFF | 00 | 007A | 0000 | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
| 803/1 | M1 |      |      |      |    |    |     |     | IFF1 | 001A | 00 | 007A | 0000 | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
| 803/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001A | 00 | 001B | 0000 | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
| 804/1 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001A | ED | 001B | 0000 | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
| 804/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001A | ED | 001B | 0000 | 00 | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
| 805/1 |    |      |      | RFSH |    |    |     |     | IFF1 | 0061 | ED | 001B | 0000 | ED | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
| 805/0 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0061 | ED | 001B | 0000 | ED | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
| 806/1 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0061 | ED | 001B | 0000 | ED | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
| 806/0 |    |      |      | RFSH |    |    |     |     | IFF1 | 0061 | ED | 001B | 0000 | ED | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
| 807/1 | M1 |      |      |      |    |    |     |     | IFF1 | 001B | ED | 001B | 0000 | ED | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
| 807/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001B | ED | 001C | 0000 | ED | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
| 808/1 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001B | 41 | 001C | 0000 | ED | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
| 808/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001B | 41 | 001C | 0000 | 00 | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
| 809/1 |    |      |      | RFSH |    |    |     |     | IFF1 | 0062 | 41 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
| 809/0 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0062 | 41 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
| 810/1 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0062 | 41 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
| 810/0 |    |      |      | RFSH |    |    |     |     | IFF1 | 0062 | 41 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
| 811/1 |    |      |      |      |    |    |     |     | IFF1 | 781E | 41 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
| 811/0 |    |      |      |      |    |    |     |     | IFF1 | 781E | 78 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
| 812/1 |    |      | IORQ |      |    | WR |     |     | IFF1 | 781E | 78 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 78 | 02 02 | OUT (C),B    |
| 812/0 |    |      | IORQ |      |    | WR |     |     | IFF1 | 781E | 78 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 78 | 02 02 | OUT (C),B    |
| 813/1 |    |      | IORQ |      |    | WR |     |     | IFF1 | 781E | 78 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 78 | 02 02 | OUT (C),B    |
| 813/0 |    |      | IORQ |      |    | WR |     |     | IFF1 | 781E | 78 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 78 | 02 02 | OUT (C),B    |
| 814/1 |    |      | IORQ |      |    | WR |     |     | IFF1 | 781E | 78 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 78 | 02 02 | OUT (C),B    |
| 814/0 |    |      |      |      |    |    |     |     | IFF1 | 781E | 78 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 78 | 02 02 | OUT (C),B    |
| 815/1 | M1 |      |      |      |    |    |     |     | IFF1 | 001C | 41 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 815/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001C | 41 | 001D | 0000 | 41 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 816/1 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001C | 18 | 001D | 0000 | 41 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 816/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001C | 18 | 001D | 0000 | 00 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 817/1 |    |      |      | RFSH |    |    |     |     | IFF1 | 0063 | 18 | 001D | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 817/0 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0063 | 18 | 001D | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 818/1 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0063 | 18 | 001D | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 818/0 |    |      |      | RFSH |    |    |     |     | IFF1 | 0063 | 18 | 001D | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 819/1 |    |      |      |      |    |    |     |     | IFF1 | 001D | 18 | 001D | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 819/0 |    | MREQ |      |      | RD |    |     |     | IFF1 | 001D | 18 | 001E | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 820/1 |    | MREQ |      |      | RD |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 820/0 |    | MREQ |      |      | RD |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 821/1 |    | MREQ |      |      | RD |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 821/0 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 822/1 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 822/0 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 823/1 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 823/0 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 824/1 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 824/0 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 825/1 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 825/0 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 826/1 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 826/0 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
| 827/1 | M1 |      |      |      |    |    |     |     | IFF1 | 0014 | F6 | 001E | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Ch     |
| 827/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0014 | F6 | 0015 | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Ch     |
| 828/1 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0014 | 0E | 0015 | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Ch     |
|                                                                                                                                                 | <- set z80_wait| 828/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0014 | 0E | 0015 | 0000 | 00 | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Ch     |
| 829/1 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0014 | 0E | 0015 | 0000 | 00 | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Ch     |
| 829/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0014 | 0E | 0015 | 0000 | 00 | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Ch     |
| 830/1 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0014 | 0E | 0015 | 0000 | 00 | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Ch     |
| 830/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0014 | 0E | 0015 | 0000 | 00 | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Ch     |
