+------+----+------+------+------+----+----+-----+-----+------+----+------+------+----+------+------+------+----+-----+-------+--------------+
|ins/t | M1 | MREQ | IORQ | RFSH | RD | WR | INT | IFF | AB   | DB | PC   | SP   | IR | AF   | BC   | HL   |mem | ieo | pio   | asm          |
| 25/10|    |      |      |      |    |    |     | 0,0 | FFFF | 00 | 000C | 0000 | C9 | 0040 | 0010 | 0059 | FF | 1,1 | FF,00 | RET          |
| 26/1 | M1 | MREQ |      |      | RD |    |     | 0,0 | 000C | 00 | 000D | 0000 | C9 | 0040 | 0010 | 0059 | FF | 1,1 | FF,00 | XOR A        |
| 26/2 |    |      |      |      |    |    |     | 0,0 | 000C | AF | 000D | 0000 | AF | 0040 | 0010 | 0059 | FF | 1,1 | FF,00 | XOR A        |
| 26/3 |    | MREQ |      | RFSH |    |    |     | 0,0 | 0024 | AF | 000D | 0000 | AF | 0040 | 0010 | 0059 | FF | 1,1 | FF,00 | XOR A        |
| 26/4 |    |      |      |      |    |    |     | 0,0 | 0024 | AF | 000D | 0000 | AF | 0040 | 0010 | 0059 | FF | 1,1 | FF,00 | XOR A        |
| 27/1 | M1 | MREQ |      |      | RD |    |     | 0,0 | 000D | AF | 000E | 0000 | AF | 0044 | 0010 | 0059 | FF | 1,1 | FF,00 | LD (0080h),A |
| 27/2 |    |      |      |      |    |    |     | 0,0 | 000D | 32 | 000E | 0000 | 32 | 0044 | 0010 | 0059 | FF | 1,1 | FF,00 | LD (0080h),A |
| 27/3 |    | MREQ |      | RFSH |    |    |     | 0,0 | 0025 | 32 | 000E | 0000 | 32 | 0044 | 0010 | 0059 | FF | 1,1 | FF,00 | LD (0080h),A |
| 27/4 |    |      |      |      |    |    |     | 0,0 | 0025 | 32 | 000E | 0000 | 32 | 0044 | 0010 | 0059 | FF | 1,1 | FF,00 | LD (0080h),A |
| 27/5 |    |      |      |      |    |    |     | 0,0 | 0025 | 32 | 000E | 0000 | 32 | 0044 | 0010 | 0059 | FF | 1,1 | FF,00 | LD (0080h),A |
| 27/6 |    | MREQ |      |      | RD |    |     | 0,0 | 000E | 32 | 000F | 0000 | 32 | 0044 | 0010 | 0059 | FF | 1,1 | FF,00 | LD (0080h),A |
| 27/7 |    |      |      |      |    |    |     | 0,0 | 000E | 80 | 000F | 0000 | 32 | 0044 | 0010 | 0059 | FF | 1,1 | FF,00 | LD (0080h),A |
| 27/8 |    |      |      |      |    |    |     | 0,0 | 000E | 80 | 000F | 0000 | 32 | 0044 | 0010 | 0059 | FF | 1,1 | FF,00 | LD (0080h),A |
| 27/9 |    | MREQ |      |      | RD |    |     | 0,0 | 000F | 80 | 0010 | 0000 | 32 | 0044 | 0010 | 0059 | FF | 1,1 | FF,00 | LD (0080h),A |
| 27/10|    |      |      |      |    |    |     | 0,0 | 000F | 00 | 0010 | 0000 | 32 | 0044 | 0010 | 0059 | FF | 1,1 | FF,00 | LD (0080h),A |
| 27/11|    |      |      |      |    |    |     | 0,0 | 000F | 00 | 0010 | 0000 | 32 | 0044 | 0010 | 0059 | FF | 1,1 | FF,00 | LD (0080h),A |
| 27/12|    | MREQ |      |      |    | WR |     | 0,0 | 0080 | 00 | 0010 | 0000 | 32 | 0044 | 0010 | 0059 | FF | 1,1 | FF,00 | LD (0080h),A |
| 27/13|    |      |      |      |    |    |     | 0,0 | 0080 | 00 | 0010 | 0000 | 32 | 0044 | 0010 | 0059 | 00 | 1,1 | FF,00 | LD (0080h),A |
| 28/1 | M1 | MREQ |      |      | RD |    |     | 0,0 | 0010 | 00 | 0011 | 0000 | 32 | 0044 | 0010 | 0059 | 00 | 1,1 | FF,00 | EI           |
| 28/2 |    |      |      |      |    |    |     | 0,0 | 0010 | FB | 0011 | 0000 | FB | 0044 | 0010 | 0059 | 00 | 1,1 | FF,00 | EI           |
| 28/3 |    | MREQ |      | RFSH |    |    |     | 0,0 | 0026 | FB | 0011 | 0000 | FB | 0044 | 0010 | 0059 | 00 | 1,1 | FF,00 | EI           |
| 28/4 |    |      |      |      |    |    |     | 0,0 | 0026 | FB | 0011 | 0000 | FB | 0044 | 0010 | 0059 | 00 | 1,1 | FF,00 | EI           |
| 29/1 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0011 | FB | 0012 | 0000 | FB | 0044 | 0010 | 0059 | 00 | 1,1 | FF,00 | IN A,(1Ch)   |
|                                                                                                                                            | <- set z80pio_pa| 29/2 |    |      |      |      |    |    |     | 1,1 | 0011 | DB | 0012 | 0000 | DB | 0044 | 0010 | 0059 | 00 | 1,1 | AA,00 | IN A,(1Ch)   |
| 29/3 |    | MREQ |      | RFSH |    |    |     | 1,1 | 0027 | DB | 0012 | 0000 | DB | 0044 | 0010 | 0059 | 00 | 1,1 | AA,00 | IN A,(1Ch)   |
| 29/4 |    |      |      |      |    |    |     | 1,1 | 0027 | DB | 0012 | 0000 | DB | 0044 | 0010 | 0059 | 00 | 1,1 | AA,00 | IN A,(1Ch)   |
| 29/5 |    |      |      |      |    |    |     | 1,1 | 0027 | DB | 0012 | 0000 | DB | 0044 | 0010 | 0059 | 00 | 1,1 | AA,00 | IN A,(1Ch)   |
| 29/6 |    | MREQ |      |      | RD |    |     | 1,1 | 0012 | DB | 0013 | 0000 | DB | 0044 | 0010 | 0059 | 00 | 1,1 | AA,00 | IN A,(1Ch)   |
| 29/7 |    |      |      |      |    |    |     | 1,1 | 0012 | 1C | 0013 | 0000 | DB | 0044 | 0010 | 0059 | 00 | 1,1 | AA,00 | IN A,(1Ch)   |
| 29/8 |    |      |      |      |    |    |     | 1,1 | 0012 | 1C | 0013 | 0000 | DB | 0044 | 0010 | 0059 | 00 | 1,1 | AA,00 | IN A,(1Ch)   |
| 29/9 |    |      |      |      |    |    |     | 1,1 | 0012 | 1C | 0013 | 0000 | DB | 0044 | 0010 | 0059 | 00 | 1,1 | AA,00 | IN A,(1Ch)   |
| 29/10|    |      | IORQ |      | RD |    |     | 1,1 | 001C | 1C | 0013 | 0000 | DB | 0044 | 0010 | 0059 | 00 | 1,1 | AA,00 | IN A,(1Ch)   |
| 29/11|    |      |      |      |    |    |     | 1,1 | 001C | AA | 0013 | 0000 | DB | AA44 | 0010 | 0059 | 00 | 1,1 | AA,00 | IN A,(1Ch)   |
| 30/1 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0013 | AA | 0014 | 0000 | DB | AA44 | 0010 | 0059 | 00 | 1,1 | AA,00 | OUT (1Eh),A  |
| 30/2 |    |      |      |      |    |    |     | 1,1 | 0013 | D3 | 0014 | 0000 | D3 | AA44 | 0010 | 0059 | 00 | 1,1 | AA,00 | OUT (1Eh),A  |
| 30/3 |    | MREQ |      | RFSH |    |    |     | 1,1 | 0028 | D3 | 0014 | 0000 | D3 | AA44 | 0010 | 0059 | 00 | 1,1 | AA,00 | OUT (1Eh),A  |
| 30/4 |    |      |      |      |    |    |     | 1,1 | 0028 | D3 | 0014 | 0000 | D3 | AA44 | 0010 | 0059 | 00 | 1,1 | AA,00 | OUT (1Eh),A  |
| 30/5 |    |      |      |      |    |    |     | 1,1 | 0028 | D3 | 0014 | 0000 | D3 | AA44 | 0010 | 0059 | 00 | 1,1 | AA,00 | OUT (1Eh),A  |
| 30/6 |    | MREQ |      |      | RD |    |     | 1,1 | 0014 | D3 | 0015 | 0000 | D3 | AA44 | 0010 | 0059 | 00 | 1,1 | AA,00 | OUT (1Eh),A  |
| 30/7 |    |      |      |      |    |    |     | 1,1 | 0014 | 1E | 0015 | 0000 | D3 | AA44 | 0010 | 0059 | 00 | 1,1 | AA,00 | OUT (1Eh),A  |
| 30/8 |    |      |      |      |    |    |     | 1,1 | 0014 | 1E | 0015 | 0000 | D3 | AA44 | 0010 | 0059 | 00 | 1,1 | AA,00 | OUT (1Eh),A  |
| 30/9 |    |      | IORQ |      |    | WR |     | 1,1 | AA1E | AA | 0015 | 0000 | D3 | AA44 | 0010 | 0059 | 00 | 1,1 | AA,00 | OUT (1Eh),A  |
| 30/10|    |      |      |      |    |    |     | 1,1 | AA1E | AA | 0015 | 0000 | D3 | AA44 | 0010 | 0059 | 00 | 1,1 | AA,AA | OUT (1Eh),A  |
| 30/11|    |      |      |      |    |    |     | 1,1 | AA1E | AA | 0015 | 0000 | D3 | AA44 | 0010 | 0059 | 00 | 1,1 | AA,AA | OUT (1Eh),A  |
| 31/1 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0015 | AA | 0016 | 0000 | D3 | AA44 | 0010 | 0059 | 00 | 1,1 | AA,AA | JR 0011h     |
| 31/2 |    |      |      |      |    |    |     | 1,1 | 0015 | 18 | 0016 | 0000 | 18 | AA44 | 0010 | 0059 | 00 | 1,1 | AA,AA | JR 0011h     |
| 31/3 |    | MREQ |      | RFSH |    |    |     | 1,1 | 0029 | 18 | 0016 | 0000 | 18 | AA44 | 0010 | 0059 | 00 | 1,1 | AA,AA | JR 0011h     |
| 31/4 |    |      |      |      |    |    |     | 1,1 | 0029 | 18 | 0016 | 0000 | 18 | AA44 | 0010 | 0059 | 00 | 1,1 | AA,AA | JR 0011h     |
| 31/5 |    |      |      |      |    |    |     | 1,1 | 0029 | 18 | 0016 | 0000 | 18 | AA44 | 0010 | 0059 | 00 | 1,1 | AA,AA | JR 0011h     |
| 31/6 |    | MREQ |      |      | RD |    |     | 1,1 | 0016 | 18 | 0017 | 0000 | 18 | AA44 | 0010 | 0059 | 00 | 1,1 | AA,AA | JR 0011h     |
| 31/7 |    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0017 | 0000 | 18 | AA44 | 0010 | 0059 | 00 | 1,1 | AA,AA | JR 0011h     |
| 31/8 |    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0011 | 0000 | 18 | AA44 | 0010 | 0059 | 00 | 1,1 | AA,AA | JR 0011h     |
| 31/9 |    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0011 | 0000 | 18 | AA44 | 0010 | 0059 | 00 | 1,1 | AA,AA | JR 0011h     |
| 31/10|    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0011 | 0000 | 18 | AA44 | 0010 | 0059 | 00 | 1,1 | AA,AA | JR 0011h     |
| 31/11|    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0011 | 0000 | 18 | AA44 | 0010 | 0059 | 00 | 1,1 | AA,AA | JR 0011h     |
| 31/12|    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0011 | 0000 | 18 | AA44 | 0010 | 0059 | 00 | 1,1 | AA,AA | JR 0011h     |
| 32/1 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0011 | FA | 0012 | 0000 | 18 | AA44 | 0010 | 0059 | 00 | 1,1 | AA,AA | IN A,(1Ch)   |
|                                                                                                                                            | <- set z80pio_pa| 32/2 |    |      |      |      |    |    |     | 1,1 | 0011 | DB | 0012 | 0000 | DB | AA44 | 0010 | 0059 | 00 | 1,1 | BB,AA | IN A,(1Ch)   |
| 32/3 |    | MREQ |      | RFSH |    |    |     | 1,1 | 002A | DB | 0012 | 0000 | DB | AA44 | 0010 | 0059 | 00 | 1,1 | BB,AA | IN A,(1Ch)   |
| 32/4 |    |      |      |      |    |    |     | 1,1 | 002A | DB | 0012 | 0000 | DB | AA44 | 0010 | 0059 | 00 | 1,1 | BB,AA | IN A,(1Ch)   |
| 32/5 |    |      |      |      |    |    |     | 1,1 | 002A | DB | 0012 | 0000 | DB | AA44 | 0010 | 0059 | 00 | 1,1 | BB,AA | IN A,(1Ch)   |
| 32/6 |    | MREQ |      |      | RD |    |     | 1,1 | 0012 | DB | 0013 | 0000 | DB | AA44 | 0010 | 0059 | 00 | 1,1 | BB,AA | IN A,(1Ch)   |
| 32/7 |    |      |      |      |    |    |     | 1,1 | 0012 | 1C | 0013 | 0000 | DB | AA44 | 0010 | 0059 | 00 | 1,1 | BB,AA | IN A,(1Ch)   |
| 32/8 |    |      |      |      |    |    |     | 1,1 | 0012 | 1C | 0013 | 0000 | DB | AA44 | 0010 | 0059 | 00 | 1,1 | BB,AA | IN A,(1Ch)   |
| 32/9 |    |      |      |      |    |    |     | 1,1 | 0012 | 1C | 0013 | 0000 | DB | AA44 | 0010 | 0059 | 00 | 1,1 | BB,AA | IN A,(1Ch)   |
| 32/10|    |      | IORQ |      | RD |    |     | 1,1 | AA1C | 1C | 0013 | 0000 | DB | AA44 | 0010 | 0059 | 00 | 1,1 | BB,AA | IN A,(1Ch)   |
| 32/11|    |      |      |      |    |    |     | 1,1 | AA1C | BB | 0013 | 0000 | DB | BB44 | 0010 | 0059 | 00 | 1,1 | BB,AA | IN A,(1Ch)   |
| 33/1 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0013 | BB | 0014 | 0000 | DB | BB44 | 0010 | 0059 | 00 | 1,1 | BB,AA | OUT (1Eh),A  |
| 33/2 |    |      |      |      |    |    |     | 1,1 | 0013 | D3 | 0014 | 0000 | D3 | BB44 | 0010 | 0059 | 00 | 1,1 | BB,AA | OUT (1Eh),A  |
| 33/3 |    | MREQ |      | RFSH |    |    |     | 1,1 | 002B | D3 | 0014 | 0000 | D3 | BB44 | 0010 | 0059 | 00 | 1,1 | BB,AA | OUT (1Eh),A  |
| 33/4 |    |      |      |      |    |    |     | 1,1 | 002B | D3 | 0014 | 0000 | D3 | BB44 | 0010 | 0059 | 00 | 1,1 | BB,AA | OUT (1Eh),A  |
| 33/5 |    |      |      |      |    |    |     | 1,1 | 002B | D3 | 0014 | 0000 | D3 | BB44 | 0010 | 0059 | 00 | 1,1 | BB,AA | OUT (1Eh),A  |
| 33/6 |    | MREQ |      |      | RD |    |     | 1,1 | 0014 | D3 | 0015 | 0000 | D3 | BB44 | 0010 | 0059 | 00 | 1,1 | BB,AA | OUT (1Eh),A  |
| 33/7 |    |      |      |      |    |    |     | 1,1 | 0014 | 1E | 0015 | 0000 | D3 | BB44 | 0010 | 0059 | 00 | 1,1 | BB,AA | OUT (1Eh),A  |
| 33/8 |    |      |      |      |    |    |     | 1,1 | 0014 | 1E | 0015 | 0000 | D3 | BB44 | 0010 | 0059 | 00 | 1,1 | BB,AA | OUT (1Eh),A  |
| 33/9 |    |      | IORQ |      |    | WR |     | 1,1 | BB1E | BB | 0015 | 0000 | D3 | BB44 | 0010 | 0059 | 00 | 1,1 | BB,AA | OUT (1Eh),A  |
| 33/10|    |      |      |      |    |    |     | 1,1 | BB1E | BB | 0015 | 0000 | D3 | BB44 | 0010 | 0059 | 00 | 1,1 | BB,BB | OUT (1Eh),A  |
| 33/11|    |      |      |      |    |    |     | 1,1 | BB1E | BB | 0015 | 0000 | D3 | BB44 | 0010 | 0059 | 00 | 1,1 | BB,BB | OUT (1Eh),A  |
| 34/1 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0015 | BB | 0016 | 0000 | D3 | BB44 | 0010 | 0059 | 00 | 1,1 | BB,BB | JR 0011h     |
| 34/2 |    |      |      |      |    |    |     | 1,1 | 0015 | 18 | 0016 | 0000 | 18 | BB44 | 0010 | 0059 | 00 | 1,1 | BB,BB | JR 0011h     |
| 34/3 |    | MREQ |      | RFSH |    |    |     | 1,1 | 002C | 18 | 0016 | 0000 | 18 | BB44 | 0010 | 0059 | 00 | 1,1 | BB,BB | JR 0011h     |
| 34/4 |    |      |      |      |    |    |     | 1,1 | 002C | 18 | 0016 | 0000 | 18 | BB44 | 0010 | 0059 | 00 | 1,1 | BB,BB | JR 0011h     |
| 34/5 |    |      |      |      |    |    |     | 1,1 | 002C | 18 | 0016 | 0000 | 18 | BB44 | 0010 | 0059 | 00 | 1,1 | BB,BB | JR 0011h     |
| 34/6 |    | MREQ |      |      | RD |    |     | 1,1 | 0016 | 18 | 0017 | 0000 | 18 | BB44 | 0010 | 0059 | 00 | 1,1 | BB,BB | JR 0011h     |
| 34/7 |    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0017 | 0000 | 18 | BB44 | 0010 | 0059 | 00 | 1,1 | BB,BB | JR 0011h     |
| 34/8 |    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0011 | 0000 | 18 | BB44 | 0010 | 0059 | 00 | 1,1 | BB,BB | JR 0011h     |
| 34/9 |    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0011 | 0000 | 18 | BB44 | 0010 | 0059 | 00 | 1,1 | BB,BB | JR 0011h     |
| 34/10|    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0011 | 0000 | 18 | BB44 | 0010 | 0059 | 00 | 1,1 | BB,BB | JR 0011h     |
| 34/11|    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0011 | 0000 | 18 | BB44 | 0010 | 0059 | 00 | 1,1 | BB,BB | JR 0011h     |
| 34/12|    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0011 | 0000 | 18 | BB44 | 0010 | 0059 | 00 | 1,1 | BB,BB | JR 0011h     |
| 35/1 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0011 | FA | 0012 | 0000 | 18 | BB44 | 0010 | 0059 | 00 | 1,1 | BB,BB | IN A,(1Ch)   |
|                                                                                                                                            | <- set z80pio_pa| 35/2 |    |      |      |      |    |    |     | 1,1 | 0011 | DB | 0012 | 0000 | DB | BB44 | 0010 | 0059 | 00 | 1,1 | CC,BB | IN A,(1Ch)   |
| 35/3 |    | MREQ |      | RFSH |    |    |     | 1,1 | 002D | DB | 0012 | 0000 | DB | BB44 | 0010 | 0059 | 00 | 1,1 | CC,BB | IN A,(1Ch)   |
| 35/4 |    |      |      |      |    |    |     | 1,1 | 002D | DB | 0012 | 0000 | DB | BB44 | 0010 | 0059 | 00 | 1,1 | CC,BB | IN A,(1Ch)   |
| 35/5 |    |      |      |      |    |    |     | 1,1 | 002D | DB | 0012 | 0000 | DB | BB44 | 0010 | 0059 | 00 | 1,1 | CC,BB | IN A,(1Ch)   |
| 35/6 |    | MREQ |      |      | RD |    |     | 1,1 | 0012 | DB | 0013 | 0000 | DB | BB44 | 0010 | 0059 | 00 | 1,1 | CC,BB | IN A,(1Ch)   |
| 35/7 |    |      |      |      |    |    |     | 1,1 | 0012 | 1C | 0013 | 0000 | DB | BB44 | 0010 | 0059 | 00 | 1,1 | CC,BB | IN A,(1Ch)   |
| 35/8 |    |      |      |      |    |    |     | 1,1 | 0012 | 1C | 0013 | 0000 | DB | BB44 | 0010 | 0059 | 00 | 1,1 | CC,BB | IN A,(1Ch)   |
| 35/9 |    |      |      |      |    |    |     | 1,1 | 0012 | 1C | 0013 | 0000 | DB | BB44 | 0010 | 0059 | 00 | 1,1 | CC,BB | IN A,(1Ch)   |
| 35/10|    |      | IORQ |      | RD |    |     | 1,1 | BB1C | 1C | 0013 | 0000 | DB | BB44 | 0010 | 0059 | 00 | 1,1 | CC,BB | IN A,(1Ch)   |
| 35/11|    |      |      |      |    |    |     | 1,1 | BB1C | CC | 0013 | 0000 | DB | CC44 | 0010 | 0059 | 00 | 1,1 | CC,BB | IN A,(1Ch)   |
| 36/1 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0013 | CC | 0014 | 0000 | DB | CC44 | 0010 | 0059 | 00 | 1,1 | CC,BB | OUT (1Eh),A  |
| 36/2 |    |      |      |      |    |    |     | 1,1 | 0013 | D3 | 0014 | 0000 | D3 | CC44 | 0010 | 0059 | 00 | 1,1 | CC,BB | OUT (1Eh),A  |
| 36/3 |    | MREQ |      | RFSH |    |    |     | 1,1 | 002E | D3 | 0014 | 0000 | D3 | CC44 | 0010 | 0059 | 00 | 1,1 | CC,BB | OUT (1Eh),A  |
| 36/4 |    |      |      |      |    |    |     | 1,1 | 002E | D3 | 0014 | 0000 | D3 | CC44 | 0010 | 0059 | 00 | 1,1 | CC,BB | OUT (1Eh),A  |
| 36/5 |    |      |      |      |    |    |     | 1,1 | 002E | D3 | 0014 | 0000 | D3 | CC44 | 0010 | 0059 | 00 | 1,1 | CC,BB | OUT (1Eh),A  |
| 36/6 |    | MREQ |      |      | RD |    |     | 1,1 | 0014 | D3 | 0015 | 0000 | D3 | CC44 | 0010 | 0059 | 00 | 1,1 | CC,BB | OUT (1Eh),A  |
| 36/7 |    |      |      |      |    |    |     | 1,1 | 0014 | 1E | 0015 | 0000 | D3 | CC44 | 0010 | 0059 | 00 | 1,1 | CC,BB | OUT (1Eh),A  |
| 36/8 |    |      |      |      |    |    |     | 1,1 | 0014 | 1E | 0015 | 0000 | D3 | CC44 | 0010 | 0059 | 00 | 1,1 | CC,BB | OUT (1Eh),A  |
| 36/9 |    |      | IORQ |      |    | WR |     | 1,1 | CC1E | CC | 0015 | 0000 | D3 | CC44 | 0010 | 0059 | 00 | 1,1 | CC,BB | OUT (1Eh),A  |
| 36/10|    |      |      |      |    |    |     | 1,1 | CC1E | CC | 0015 | 0000 | D3 | CC44 | 0010 | 0059 | 00 | 1,1 | CC,CC | OUT (1Eh),A  |
| 36/11|    |      |      |      |    |    |     | 1,1 | CC1E | CC | 0015 | 0000 | D3 | CC44 | 0010 | 0059 | 00 | 1,1 | CC,CC | OUT (1Eh),A  |
| 37/1 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0015 | CC | 0016 | 0000 | D3 | CC44 | 0010 | 0059 | 00 | 1,1 | CC,CC | JR 0011h     |
| 37/2 |    |      |      |      |    |    |     | 1,1 | 0015 | 18 | 0016 | 0000 | 18 | CC44 | 0010 | 0059 | 00 | 1,1 | CC,CC | JR 0011h     |
| 37/3 |    | MREQ |      | RFSH |    |    |     | 1,1 | 002F | 18 | 0016 | 0000 | 18 | CC44 | 0010 | 0059 | 00 | 1,1 | CC,CC | JR 0011h     |
| 37/4 |    |      |      |      |    |    |     | 1,1 | 002F | 18 | 0016 | 0000 | 18 | CC44 | 0010 | 0059 | 00 | 1,1 | CC,CC | JR 0011h     |
| 37/5 |    |      |      |      |    |    | INT | 1,1 | 002F | 18 | 0016 | 0000 | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/6 |    | MREQ |      |      | RD |    | INT | 1,1 | 0016 | 18 | 0017 | 0000 | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/7 |    |      |      |      |    |    | INT | 1,1 | 0016 | FA | 0017 | 0000 | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/8 |    |      |      |      |    |    | INT | 1,1 | 0016 | FA | 0011 | 0000 | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/9 |    |      |      |      |    |    | INT | 1,1 | 0016 | FA | 0011 | 0000 | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/10|    |      |      |      |    |    | INT | 1,1 | 0016 | FA | 0011 | 0000 | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/11|    |      |      |      |    |    | INT | 1,1 | 0016 | FA | 0011 | 0000 | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/12|    |      |      |      |    |    | INT | 1,1 | 0016 | FA | 0011 | 0000 | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/13|    |      |      |      |    |    | INT | 1,1 | 0016 | FA | 0011 | 0000 | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/14|    |      |      |      |    |    | INT | 0,0 | 0016 | FA | 0011 | 0000 | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/15| M1 |      | IORQ |      |    |    | INT | 0,0 | 0016 | FA | 0011 | 0000 | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/16|    |      |      |      |    |    |     | 0,0 | 0016 | 48 | 0011 | 0000 | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/17|    | MREQ |      | RFSH |    |    |     | 0,0 | 0030 | 48 | 0011 | 0000 | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/18|    |      |      |      |    |    |     | 0,0 | 0030 | 48 | 0011 | 0000 | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/19|    |      |      |      |    |    |     | 0,0 | 0030 | 48 | 0011 | 0000 | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/20|    |      |      |      |    |    |     | 0,0 | 0030 | 48 | 0011 | 0000 | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/21|    | MREQ |      |      |    | WR |     | 0,0 | FFFF | 00 | 0011 | FFFF | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/22|    |      |      |      |    |    |     | 0,0 | FFFF | 00 | 0011 | FFFF | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/23|    |      |      |      |    |    |     | 0,0 | FFFF | 00 | 0011 | FFFF | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/24|    | MREQ |      |      |    | WR |     | 0,0 | FFFE | 11 | 0011 | FFFE | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/25|    |      |      |      |    |    |     | 0,0 | FFFE | 11 | 0011 | FFFE | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/26|    |      |      |      |    |    |     | 0,0 | FFFE | 11 | 0011 | FFFE | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/27|    | MREQ |      |      | RD |    |     | 0,0 | 0048 | 11 | 0011 | FFFE | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/28|    |      |      |      |    |    |     | 0,0 | 0048 | 69 | 0011 | FFFE | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/29|    |      |      |      |    |    |     | 0,0 | 0048 | 69 | 0011 | FFFE | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/30|    | MREQ |      |      | RD |    |     | 0,0 | 0049 | 69 | 0011 | FFFE | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 37/31|    |      |      |      |    |    |     | 0,0 | 0049 | 00 | 0069 | FFFE | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | JR 0011h     |
| 38/1 | M1 | MREQ |      |      | RD |    |     | 0,0 | 0069 | 00 | 006A | FFFE | 18 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | PUSH AF      |
| 38/2 |    |      |      |      |    |    |     | 0,0 | 0069 | F5 | 006A | FFFE | F5 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | PUSH AF      |
| 38/3 |    | MREQ |      | RFSH |    |    |     | 0,0 | 0031 | F5 | 006A | FFFE | F5 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | PUSH AF      |
| 38/4 |    |      |      |      |    |    |     | 0,0 | 0031 | F5 | 006A | FFFE | F5 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | PUSH AF      |
| 38/5 |    |      |      |      |    |    |     | 0,0 | 0031 | F5 | 006A | FFFE | F5 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | PUSH AF      |
| 38/6 |    |      |      |      |    |    |     | 0,0 | 0031 | F5 | 006A | FFFE | F5 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | PUSH AF      |
| 38/7 |    | MREQ |      |      |    | WR |     | 0,0 | FFFD | CC | 006A | FFFD | F5 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | PUSH AF      |
