+-------+----+------+------+------+----+----+-----+-----+------+------+----+------+------+----+------+------+------+-------+-------+--------------+
| Tick  | M1 | MREQ | IORQ | RFSH | RD | WR | INT | NMI | IFF1 | AB   | DB | PC   | SP   | IR | AF   | BC   | HL   | Io    | Mem   | Asm          |
|   824 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
|   825 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
|   826 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
|   827 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0014 | F6 | 0015 | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Ch     |
|                                                                                                                                                 | <- set z80_wait|   828 |    |      |      |      |    |    |     |     | IFF1 | 0014 | 0E | 0015 | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Ch     |
|   829 |    |      |      |      |    |    |     |     | IFF1 | 0014 | 0E | 0015 | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Ch     |
|   830 |    |      |      |      |    |    |     |     | IFF1 | 0014 | 0E | 0015 | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Ch     |
|   831 |    |      |      |      |    |    |     |     | IFF1 | 0014 | 0E | 0015 | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Ch     |
|   832 |    |      |      |      |    |    |     |     | IFF1 | 0014 | 0E | 0015 | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Ch     |
|   833 |    |      |      |      |    |    |     |     | IFF1 | 0014 | 0E | 0015 | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Ch     |
|                                                                                                                                                 | <- set z80_wait|   834 |    |      |      |      |    |    |     |     | IFF1 | 0014 | 0E | 0015 | 0000 | 0E | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Ch     |
|   835 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0064 | 0E | 0015 | 0000 | 0E | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Ch     |
|   836 |    |      |      |      |    |    |     |     | IFF1 | 0064 | 0E | 0015 | 0000 | 0E | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Ch     |
|   837 |    |      |      |      |    |    |     |     | IFF1 | 0064 | 0E | 0015 | 0000 | 0E | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Ch     |
|   838 |    | MREQ |      |      | RD |    |     |     | IFF1 | 0015 | 0E | 0016 | 0000 | 0E | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Ch     |
|   839 |    |      |      |      |    |    |     |     | IFF1 | 0015 | 1C | 0016 | 0000 | 0E | 002C | 781C | 0081 | 78 78 | 02 02 | LD C,1Ch     |
|   840 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0016 | 1C | 0017 | 0000 | 0E | 002C | 781C | 0081 | 78 78 | 02 02 | IN B,(C)     |
|   841 |    |      |      |      |    |    |     |     | IFF1 | 0016 | ED | 0017 | 0000 | ED | 002C | 781C | 0081 | 78 78 | 02 02 | IN B,(C)     |
|   842 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0065 | ED | 0017 | 0000 | ED | 002C | 781C | 0081 | 78 78 | 02 02 | IN B,(C)     |
|                                                                                                                                                 | <- z80_busrq (not implemented)|   843 |    |      |      |      |    |    |     |     | IFF1 | 0065 | ED | 0017 | 0000 | ED | 002C | 781C | 0081 | 78 78 | 02 02 | IN B,(C)     |
|   844 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0017 | ED | 0018 | 0000 | ED | 002C | 781C | 0081 | 78 78 | 02 02 | IN B,(C)     |
|   845 |    |      |      |      |    |    |     |     | IFF1 | 0017 | 40 | 0018 | 0000 | 40 | 002C | 781C | 0081 | 78 78 | 02 02 | IN B,(C)     |
|   846 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0066 | 40 | 0018 | 0000 | 40 | 002C | 781C | 0081 | 78 78 | 02 02 | IN B,(C)     |
|   847 |    |      |      |      |    |    |     |     | IFF1 | 0066 | 40 | 0018 | 0000 | 40 | 002C | 781C | 0081 | 78 78 | 02 02 | IN B,(C)     |
|   848 |    |      |      |      |    |    |     |     | IFF1 | 0066 | 40 | 0018 | 0000 | 40 | 002C | 781C | 0081 | 78 78 | 02 02 | IN B,(C)     |
|                                                                                                                                                 | <- z80_busrq (not implemented)|   849 |    |      |      |      |    |    |     |     | IFF1 | 0066 | 40 | 0018 | 0000 | 40 | 002C | 781C | 0081 | 78 78 | 02 02 | IN B,(C)     |
|   850 |    |      | IORQ |      | RD |    |     |     | IFF1 | 781C | 40 | 0018 | 0000 | 40 | 002C | 781C | 0081 | 78 78 | 02 02 | IN B,(C)     |
|   851 |    |      |      |      |    |    |     |     | IFF1 | 781C | 78 | 0018 | 0000 | 40 | 002C | 781C | 0081 | 78 78 | 02 02 | IN B,(C)     |
|   852 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0018 | 78 | 0019 | 0000 | 40 | 002C | 781C | 0081 | 78 78 | 02 02 | LD C,1Eh     |
|   853 |    |      |      |      |    |    |     |     | IFF1 | 0018 | 0E | 0019 | 0000 | 0E | 002C | 781C | 0081 | 78 78 | 02 02 | LD C,1Eh     |
|   854 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0067 | 0E | 0019 | 0000 | 0E | 002C | 781C | 0081 | 78 78 | 02 02 | LD C,1Eh     |
|   855 |    |      |      |      |    |    |     |     | IFF1 | 0067 | 0E | 0019 | 0000 | 0E | 002C | 781C | 0081 | 78 78 | 02 02 | LD C,1Eh     |
|   856 |    |      |      |      |    |    |     |     | IFF1 | 0067 | 0E | 0019 | 0000 | 0E | 002C | 781C | 0081 | 78 78 | 02 02 | LD C,1Eh     |
|   857 |    | MREQ |      |      | RD |    |     |     | IFF1 | 0019 | 0E | 001A | 0000 | 0E | 002C | 781C | 0081 | 78 78 | 02 02 | LD C,1Eh     |
|   858 |    |      |      |      |    |    |     |     | IFF1 | 0019 | 1E | 001A | 0000 | 0E | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Eh     |
|   859 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001A | 1E | 001B | 0000 | 0E | 002C | 781E | 0081 | 78 78 | 02 02 | OUT (C),B    |
|   860 |    |      |      |      |    |    |     |     | IFF1 | 001A | ED | 001B | 0000 | ED | 002C | 781E | 0081 | 78 78 | 02 02 | OUT (C),B    |
|   861 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0068 | ED | 001B | 0000 | ED | 002C | 781E | 0081 | 78 78 | 02 02 | OUT (C),B    |
|   862 |    |      |      |      |    |    |     |     | IFF1 | 0068 | ED | 001B | 0000 | ED | 002C | 781E | 0081 | 78 78 | 02 02 | OUT (C),B    |
|   863 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001B | ED | 001C | 0000 | ED | 002C | 781E | 0081 | 78 78 | 02 02 | OUT (C),B    |
|   864 |    |      |      |      |    |    |     |     | IFF1 | 001B | 41 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 78 | 02 02 | OUT (C),B    |
|   865 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0069 | 41 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 78 | 02 02 | OUT (C),B    |
|   866 |    |      |      |      |    |    |     |     | IFF1 | 0069 | 41 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 78 | 02 02 | OUT (C),B    |
|   867 |    |      |      |      |    |    |     |     | IFF1 | 0069 | 41 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 78 | 02 02 | OUT (C),B    |
|   868 |    |      | IORQ |      |    | WR |     |     | IFF1 | 781E | 78 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 78 | 02 02 | OUT (C),B    |
|   869 |    |      |      |      |    |    |     |     | IFF1 | 781E | 78 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 78 | 02 02 | OUT (C),B    |
|   870 |    |      |      |      |    |    |     |     | IFF1 | 781E | 78 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 78 | 02 02 | OUT (C),B    |
|   871 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001C | 78 | 001D | 0000 | 41 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
|   872 |    |      |      |      |    |    |     |     | IFF1 | 001C | 18 | 001D | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
|   873 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 006A | 18 | 001D | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
|   874 |    |      |      |      |    |    |     |     | IFF1 | 006A | 18 | 001D | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
|   875 |    |      |      |      |    |    |     |     | IFF1 | 006A | 18 | 001D | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
|   876 |    | MREQ |      |      | RD |    |     |     | IFF1 | 001D | 18 | 001E | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
|   877 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
|   878 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
|   879 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
|   880 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
|   881 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
|   882 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
|   883 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0014 | F6 | 0015 | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Ch     |
|   884 |    |      |      |      |    |    |     |     | IFF1 | 0014 | 0E | 0015 | 0000 | 0E | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Ch     |
|   885 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 006B | 0E | 0015 | 0000 | 0E | 002C | 781E | 0081 | 78 78 | 02 02 | LD C,1Ch     |
|                                                                                                                                                 | <- set z80_reset|   886 | M1 | MREQ |      |      | RD |    |     |     |      | 0000 | 00 | 0001 | FFFF | 00 | FFFF | FFFF | FFFF | 78 78 | 02 02 | DI           |
|   887 |    |      |      |      |    |    |     |     |      | 0000 | F3 | 0001 | FFFF | F3 | FFFF | FFFF | FFFF | 78 78 | 02 02 | DI           |
|   888 |    | MREQ |      | RFSH |    |    |     |     |      | 0000 | F3 | 0001 | FFFF | F3 | FFFF | FFFF | FFFF | 78 78 | 02 02 | DI           |
|   889 |    |      |      |      |    |    |     |     |      | 0000 | F3 | 0001 | FFFF | F3 | FFFF | FFFF | FFFF | 78 78 | 02 02 | DI           |
|   890 | M1 | MREQ |      |      | RD |    |     |     |      | 0001 | F3 | 0002 | FFFF | F3 | FFFF | FFFF | FFFF | 78 78 | 02 02 | LD SP,0000h  |
|   891 |    |      |      |      |    |    |     |     |      | 0001 | 31 | 0002 | FFFF | 31 | FFFF | FFFF | FFFF | 78 78 | 02 02 | LD SP,0000h  |
|                                                                                                                                                 | <- set z80_reset|   892 | M1 | MREQ |      |      | RD |    |     |     |      | 0000 | 00 | 0001 | FFFF | 00 | FFFF | FFFF | FFFF | 78 78 | 02 02 | DI           |
|   893 |    |      |      |      |    |    |     |     |      | 0000 | F3 | 0001 | FFFF | F3 | FFFF | FFFF | FFFF | 78 78 | 02 02 | DI           |
|   894 |    | MREQ |      | RFSH |    |    |     |     |      | 0000 | F3 | 0001 | FFFF | F3 | FFFF | FFFF | FFFF | 78 78 | 02 02 | DI           |
|   895 |    |      |      |      |    |    |     |     |      | 0000 | F3 | 0001 | FFFF | F3 | FFFF | FFFF | FFFF | 78 78 | 02 02 | DI           |
|   896 | M1 | MREQ |      |      | RD |    |     |     |      | 0001 | F3 | 0002 | FFFF | F3 | FFFF | FFFF | FFFF | 78 78 | 02 02 | LD SP,0000h  |
|   897 |    |      |      |      |    |    |     |     |      | 0001 | 31 | 0002 | FFFF | 31 | FFFF | FFFF | FFFF | 78 78 | 02 02 | LD SP,0000h  |
|   898 |    | MREQ |      | RFSH |    |    |     |     |      | 0001 | 31 | 0002 | FFFF | 31 | FFFF | FFFF | FFFF | 78 78 | 02 02 | LD SP,0000h  |
|   899 |    |      |      |      |    |    |     |     |      | 0001 | 31 | 0002 | FFFF | 31 | FFFF | FFFF | FFFF | 78 78 | 02 02 | LD SP,0000h  |
|   900 |    |      |      |      |    |    |     |     |      | 0001 | 31 | 0002 | FFFF | 31 | FFFF | FFFF | FFFF | 78 78 | 02 02 | LD SP,0000h  |
|   901 |    | MREQ |      |      | RD |    |     |     |      | 0002 | 31 | 0003 | FFFF | 31 | FFFF | FFFF | FFFF | 78 78 | 02 02 | LD SP,0000h  |
|   902 |    |      |      |      |    |    |     |     |      | 0002 | 00 | 0003 | FF00 | 31 | FFFF | FFFF | FFFF | 78 78 | 02 02 | LD SP,0000h  |
|   903 |    |      |      |      |    |    |     |     |      | 0002 | 00 | 0003 | FF00 | 31 | FFFF | FFFF | FFFF | 78 78 | 02 02 | LD SP,0000h  |
|   904 |    | MREQ |      |      | RD |    |     |     |      | 0003 | 00 | 0004 | FF00 | 31 | FFFF | FFFF | FFFF | 78 78 | 02 02 | LD SP,0000h  |
|   905 |    |      |      |      |    |    |     |     |      | 0003 | 00 | 0004 | 0000 | 31 | FFFF | FFFF | FFFF | 78 78 | 02 02 | LD SP,0000h  |
|   906 | M1 | MREQ |      |      | RD |    |     |     |      | 0004 | 00 | 0005 | 0000 | 31 | FFFF | FFFF | FFFF | 78 78 | 02 02 | IM 2         |
|   907 |    |      |      |      |    |    |     |     |      | 0004 | ED | 0005 | 0000 | ED | FFFF | FFFF | FFFF | 78 78 | 02 02 | IM 2         |
|   908 |    | MREQ |      | RFSH |    |    |     |     |      | 0002 | ED | 0005 | 0000 | ED | FFFF | FFFF | FFFF | 78 78 | 02 02 | IM 2         |
|   909 |    |      |      |      |    |    |     |     |      | 0002 | ED | 0005 | 0000 | ED | FFFF | FFFF | FFFF | 78 78 | 02 02 | IM 2         |
|   910 | M1 | MREQ |      |      | RD |    |     |     |      | 0005 | ED | 0006 | 0000 | ED | FFFF | FFFF | FFFF | 78 78 | 02 02 | IM 2         |
|   911 |    |      |      |      |    |    |     |     |      | 0005 | 5E | 0006 | 0000 | 5E | FFFF | FFFF | FFFF | 78 78 | 02 02 | IM 2         |
|   912 |    | MREQ |      | RFSH |    |    |     |     |      | 0003 | 5E | 0006 | 0000 | 5E | FFFF | FFFF | FFFF | 78 78 | 02 02 | IM 2         |
|   913 |    |      |      |      |    |    |     |     |      | 0003 | 5E | 0006 | 0000 | 5E | FFFF | FFFF | FFFF | 78 78 | 02 02 | IM 2         |
|   914 | M1 | MREQ |      |      | RD |    |     |     |      | 0006 | 5E | 0007 | 0000 | 5E | FFFF | FFFF | FFFF | 78 78 | 02 02 | XOR A        |
|   915 |    |      |      |      |    |    |     |     |      | 0006 | AF | 0007 | 0000 | AF | FFFF | FFFF | FFFF | 78 78 | 02 02 | XOR A        |
|   916 |    | MREQ |      | RFSH |    |    |     |     |      | 0004 | AF | 0007 | 0000 | AF | FFFF | FFFF | FFFF | 78 78 | 02 02 | XOR A        |
|   917 |    |      |      |      |    |    |     |     |      | 0004 | AF | 0007 | 0000 | AF | FFFF | FFFF | FFFF | 78 78 | 02 02 | XOR A        |
|   918 | M1 | MREQ |      |      | RD |    |     |     |      | 0007 | AF | 0008 | 0000 | AF | 0044 | FFFF | FFFF | 78 78 | 02 02 | LD I,A       |
|   919 |    |      |      |      |    |    |     |     |      | 0007 | ED | 0008 | 0000 | ED | 0044 | FFFF | FFFF | 78 78 | 02 02 | LD I,A       |
|   920 |    | MREQ |      | RFSH |    |    |     |     |      | 0005 | ED | 0008 | 0000 | ED | 0044 | FFFF | FFFF | 78 78 | 02 02 | LD I,A       |
|   921 |    |      |      |      |    |    |     |     |      | 0005 | ED | 0008 | 0000 | ED | 0044 | FFFF | FFFF | 78 78 | 02 02 | LD I,A       |
|   922 | M1 | MREQ |      |      | RD |    |     |     |      | 0008 | ED | 0009 | 0000 | ED | 0044 | FFFF | FFFF | 78 78 | 02 02 | LD I,A       |
|   923 |    |      |      |      |    |    |     |     |      | 0008 | 47 | 0009 | 0000 | 47 | 0044 | FFFF | FFFF | 78 78 | 02 02 | LD I,A       |
|   924 |    | MREQ |      | RFSH |    |    |     |     |      | 0006 | 47 | 0009 | 0000 | 47 | 0044 | FFFF | FFFF | 78 78 | 02 02 | LD I,A       |
|   925 |    |      |      |      |    |    |     |     |      | 0006 | 47 | 0009 | 0000 | 47 | 0044 | FFFF | FFFF | 78 78 | 02 02 | LD I,A       |
|   926 |    |      |      |      |    |    |     |     |      | 0006 | 47 | 0009 | 0000 | 47 | 0044 | FFFF | FFFF | 78 78 | 02 02 | LD I,A       |
|   927 | M1 | MREQ |      |      | RD |    |     |     |      | 0009 | 47 | 000A | 0000 | 47 | 0044 | FFFF | FFFF | 78 78 | 02 02 | CALL 001Eh   |
|   928 |    |      |      |      |    |    |     |     |      | 0009 | CD | 000A | 0000 | CD | 0044 | FFFF | FFFF | 78 78 | 02 02 | CALL 001Eh   |
|   929 |    | MREQ |      | RFSH |    |    |     |     |      | 0007 | CD | 000A | 0000 | CD | 0044 | FFFF | FFFF | 78 78 | 02 02 | CALL 001Eh   |
|   930 |    |      |      |      |    |    |     |     |      | 0007 | CD | 000A | 0000 | CD | 0044 | FFFF | FFFF | 78 78 | 02 02 | CALL 001Eh   |
