+-------+----+------+------+------+----+----+-----+-----+------+------+----+------+------+----+------+------+------+-------+-------+--------------+
| Tick  | M1 | MREQ | IORQ | RFSH | RD | WR | INT | NMI | IFF1 | AB   | DB | PC   | SP   | IR | AF   | BC   | HL   | Io    | Mem   | Asm          |
|   336 |    |      |      |      |    |    |     |     |      | 0012 | 00 | 0013 | 0000 | 32 | 0044 | 0010 | 0059 | FF FF | 00 FF | LD (0081h),A |
|   337 |    | MREQ |      |      |    | WR |     |     |      | 0081 | 00 | 0013 | 0000 | 32 | 0044 | 0010 | 0059 | FF FF | 00 FF | LD (0081h),A |
|   338 |    |      |      |      |    |    |     |     |      | 0081 | 00 | 0013 | 0000 | 32 | 0044 | 0010 | 0059 | FF FF | 00 00 | LD (0081h),A |
|   339 | M1 | MREQ |      |      | RD |    |     |     |      | 0013 | 00 | 0014 | 0000 | 32 | 0044 | 0010 | 0059 | FF FF | 00 00 | EI           |
|   340 |    |      |      |      |    |    |     |     |      | 0013 | FB | 0014 | 0000 | FB | 0044 | 0010 | 0059 | FF FF | 00 00 | EI           |
|   341 |    | MREQ |      | RFSH |    |    |     |     |      | 0027 | FB | 0014 | 0000 | FB | 0044 | 0010 | 0059 | FF FF | 00 00 | EI           |
|   342 |    |      |      |      |    |    |     |     |      | 0027 | FB | 0014 | 0000 | FB | 0044 | 0010 | 0059 | FF FF | 00 00 | EI           |
|   343 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0014 | FB | 0015 | 0000 | FB | 0044 | 0010 | 0059 | FF FF | 00 00 | LD C,1Ch     |
|                                                                                                                                                 | <- set io|   344 |    |      |      |      |    |    |     |     | IFF1 | 0014 | 0E | 0015 | 0000 | 0E | 0044 | 0010 | 0059 | 12 FF | 00 00 | LD C,1Ch     |
|   345 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0028 | 0E | 0015 | 0000 | 0E | 0044 | 0010 | 0059 | 12 FF | 00 00 | LD C,1Ch     |
|   346 |    |      |      |      |    |    |     |     | IFF1 | 0028 | 0E | 0015 | 0000 | 0E | 0044 | 0010 | 0059 | 12 FF | 00 00 | LD C,1Ch     |
|   347 |    |      |      |      |    |    |     |     | IFF1 | 0028 | 0E | 0015 | 0000 | 0E | 0044 | 0010 | 0059 | 12 FF | 00 00 | LD C,1Ch     |
|   348 |    | MREQ |      |      | RD |    |     |     | IFF1 | 0015 | 0E | 0016 | 0000 | 0E | 0044 | 0010 | 0059 | 12 FF | 00 00 | LD C,1Ch     |
|   349 |    |      |      |      |    |    |     |     | IFF1 | 0015 | 1C | 0016 | 0000 | 0E | 0044 | 001C | 0059 | 12 FF | 00 00 | LD C,1Ch     |
|   350 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0016 | 1C | 0017 | 0000 | 0E | 0044 | 001C | 0059 | 12 FF | 00 00 | IN B,(C)     |
|   351 |    |      |      |      |    |    |     |     | IFF1 | 0016 | ED | 0017 | 0000 | ED | 0044 | 001C | 0059 | 12 FF | 00 00 | IN B,(C)     |
|   352 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0029 | ED | 0017 | 0000 | ED | 0044 | 001C | 0059 | 12 FF | 00 00 | IN B,(C)     |
|   353 |    |      |      |      |    |    |     |     | IFF1 | 0029 | ED | 0017 | 0000 | ED | 0044 | 001C | 0059 | 12 FF | 00 00 | IN B,(C)     |
|   354 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0017 | ED | 0018 | 0000 | ED | 0044 | 001C | 0059 | 12 FF | 00 00 | IN B,(C)     |
|   355 |    |      |      |      |    |    |     |     | IFF1 | 0017 | 40 | 0018 | 0000 | 40 | 0044 | 001C | 0059 | 12 FF | 00 00 | IN B,(C)     |
|   356 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 002A | 40 | 0018 | 0000 | 40 | 0044 | 001C | 0059 | 12 FF | 00 00 | IN B,(C)     |
|   357 |    |      |      |      |    |    |     |     | IFF1 | 002A | 40 | 0018 | 0000 | 40 | 0044 | 001C | 0059 | 12 FF | 00 00 | IN B,(C)     |
|   358 |    |      |      |      |    |    |     |     | IFF1 | 002A | 40 | 0018 | 0000 | 40 | 0044 | 001C | 0059 | 12 FF | 00 00 | IN B,(C)     |
|   359 |    |      |      |      |    |    |     |     | IFF1 | 002A | 40 | 0018 | 0000 | 40 | 0044 | 001C | 0059 | 12 FF | 00 00 | IN B,(C)     |
|   360 |    |      | IORQ |      | RD |    |     |     | IFF1 | 001C | 40 | 0018 | 0000 | 40 | 0044 | 001C | 0059 | 12 FF | 00 00 | IN B,(C)     |
|   361 |    |      |      |      |    |    |     |     | IFF1 | 001C | 12 | 0018 | 0000 | 40 | 0044 | 001C | 0059 | 12 FF | 00 00 | IN B,(C)     |
|   362 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0018 | 12 | 0019 | 0000 | 40 | 0004 | 121C | 0059 | 12 FF | 00 00 | LD C,1Eh     |
|   363 |    |      |      |      |    |    |     |     | IFF1 | 0018 | 0E | 0019 | 0000 | 0E | 0004 | 121C | 0059 | 12 FF | 00 00 | LD C,1Eh     |
|   364 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 002B | 0E | 0019 | 0000 | 0E | 0004 | 121C | 0059 | 12 FF | 00 00 | LD C,1Eh     |
|   365 |    |      |      |      |    |    |     |     | IFF1 | 002B | 0E | 0019 | 0000 | 0E | 0004 | 121C | 0059 | 12 FF | 00 00 | LD C,1Eh     |
|   366 |    |      |      |      |    |    |     |     | IFF1 | 002B | 0E | 0019 | 0000 | 0E | 0004 | 121C | 0059 | 12 FF | 00 00 | LD C,1Eh     |
|   367 |    | MREQ |      |      | RD |    |     |     | IFF1 | 0019 | 0E | 001A | 0000 | 0E | 0004 | 121C | 0059 | 12 FF | 00 00 | LD C,1Eh     |
|   368 |    |      |      |      |    |    |     |     | IFF1 | 0019 | 1E | 001A | 0000 | 0E | 0004 | 121E | 0059 | 12 FF | 00 00 | LD C,1Eh     |
|   369 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001A | 1E | 001B | 0000 | 0E | 0004 | 121E | 0059 | 12 FF | 00 00 | OUT (C),B    |
|   370 |    |      |      |      |    |    |     |     | IFF1 | 001A | ED | 001B | 0000 | ED | 0004 | 121E | 0059 | 12 FF | 00 00 | OUT (C),B    |
|   371 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 002C | ED | 001B | 0000 | ED | 0004 | 121E | 0059 | 12 FF | 00 00 | OUT (C),B    |
|   372 |    |      |      |      |    |    |     |     | IFF1 | 002C | ED | 001B | 0000 | ED | 0004 | 121E | 0059 | 12 FF | 00 00 | OUT (C),B    |
|   373 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001B | ED | 001C | 0000 | ED | 0004 | 121E | 0059 | 12 FF | 00 00 | OUT (C),B    |
|   374 |    |      |      |      |    |    |     |     | IFF1 | 001B | 41 | 001C | 0000 | 41 | 0004 | 121E | 0059 | 12 FF | 00 00 | OUT (C),B    |
|   375 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 002D | 41 | 001C | 0000 | 41 | 0004 | 121E | 0059 | 12 FF | 00 00 | OUT (C),B    |
|   376 |    |      |      |      |    |    |     |     | IFF1 | 002D | 41 | 001C | 0000 | 41 | 0004 | 121E | 0059 | 12 FF | 00 00 | OUT (C),B    |
|   377 |    |      |      |      |    |    |     |     | IFF1 | 002D | 41 | 001C | 0000 | 41 | 0004 | 121E | 0059 | 12 FF | 00 00 | OUT (C),B    |
|   378 |    |      | IORQ |      |    | WR |     |     | IFF1 | 121E | 12 | 001C | 0000 | 41 | 0004 | 121E | 0059 | 12 FF | 00 00 | OUT (C),B    |
|   379 |    |      |      |      |    |    |     |     | IFF1 | 121E | 12 | 001C | 0000 | 41 | 0004 | 121E | 0059 | 12 12 | 00 00 | OUT (C),B    |
|   380 |    |      |      |      |    |    |     |     | IFF1 | 121E | 12 | 001C | 0000 | 41 | 0004 | 121E | 0059 | 12 12 | 00 00 | OUT (C),B    |
|   381 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001C | 12 | 001D | 0000 | 41 | 0004 | 121E | 0059 | 12 12 | 00 00 | JR 0014h     |
|   382 |    |      |      |      |    |    |     |     | IFF1 | 001C | 18 | 001D | 0000 | 18 | 0004 | 121E | 0059 | 12 12 | 00 00 | JR 0014h     |
|   383 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 002E | 18 | 001D | 0000 | 18 | 0004 | 121E | 0059 | 12 12 | 00 00 | JR 0014h     |
|   384 |    |      |      |      |    |    |     |     | IFF1 | 002E | 18 | 001D | 0000 | 18 | 0004 | 121E | 0059 | 12 12 | 00 00 | JR 0014h     |
|   385 |    |      |      |      |    |    |     |     | IFF1 | 002E | 18 | 001D | 0000 | 18 | 0004 | 121E | 0059 | 12 12 | 00 00 | JR 0014h     |
|   386 |    | MREQ |      |      | RD |    |     |     | IFF1 | 001D | 18 | 001E | 0000 | 18 | 0004 | 121E | 0059 | 12 12 | 00 00 | JR 0014h     |
|   387 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 0004 | 121E | 0059 | 12 12 | 00 00 | JR 0014h     |
|   388 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 0004 | 121E | 0059 | 12 12 | 00 00 | JR 0014h     |
|   389 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 0004 | 121E | 0059 | 12 12 | 00 00 | JR 0014h     |
|   390 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 0004 | 121E | 0059 | 12 12 | 00 00 | JR 0014h     |
|   391 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 0004 | 121E | 0059 | 12 12 | 00 00 | JR 0014h     |
|   392 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 0004 | 121E | 0059 | 12 12 | 00 00 | JR 0014h     |
|   393 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0014 | F6 | 0015 | 0000 | 18 | 0004 | 121E | 0059 | 12 12 | 00 00 | LD C,1Ch     |
|                                                                                                                                                 | <- set io|   394 |    |      |      |      |    |    |     |     | IFF1 | 0014 | 0E | 0015 | 0000 | 0E | 0004 | 121E | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|   395 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 002F | 0E | 0015 | 0000 | 0E | 0004 | 121E | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|   396 |    |      |      |      |    |    |     |     | IFF1 | 002F | 0E | 0015 | 0000 | 0E | 0004 | 121E | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|   397 |    |      |      |      |    |    |     |     | IFF1 | 002F | 0E | 0015 | 0000 | 0E | 0004 | 121E | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|   398 |    | MREQ |      |      | RD |    |     |     | IFF1 | 0015 | 0E | 0016 | 0000 | 0E | 0004 | 121E | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|                                                                                                                                                 | <- set z80_int|   399 |    |      |      |      |    |    | INT |     | IFF1 | 0015 | 1C | 0016 | 0000 | 0E | 0004 | 121C | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|   400 |    |      |      |      |    |    | INT |     | IFF1 | 0015 | 1C | 0016 | 0000 | 0E | 0004 | 121C | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|   401 |    |      |      |      |    |    | INT |     |      | 0015 | 1C | 0016 | 0000 | 0E | 0004 | 121C | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|   402 | M1 |      | IORQ |      |    |    | INT |     |      | 0015 | 1C | 0016 | 0000 | 0E | 0004 | 121C | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|   403 |    |      |      |      |    |    |     |     |      | 0015 | 48 | 0016 | 0000 | 0E | 0004 | 121C | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|   404 |    | MREQ |      | RFSH |    |    |     |     |      | 0030 | 48 | 0016 | 0000 | 0E | 0004 | 121C | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|   405 |    |      |      |      |    |    |     |     |      | 0030 | 48 | 0016 | 0000 | 0E | 0004 | 121C | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|   406 |    |      |      |      |    |    |     |     |      | 0030 | 48 | 0016 | 0000 | 0E | 0004 | 121C | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|   407 |    |      |      |      |    |    |     |     |      | 0030 | 48 | 0016 | 0000 | 0E | 0004 | 121C | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|   408 |    | MREQ |      |      |    | WR |     |     |      | FFFF | 00 | 0016 | FFFF | 0E | 0004 | 121C | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|   409 |    |      |      |      |    |    |     |     |      | FFFF | 00 | 0016 | FFFF | 0E | 0004 | 121C | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|   410 |    |      |      |      |    |    |     |     |      | FFFF | 00 | 0016 | FFFF | 0E | 0004 | 121C | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|   411 |    | MREQ |      |      |    | WR |     |     |      | FFFE | 16 | 0016 | FFFE | 0E | 0004 | 121C | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|   412 |    |      |      |      |    |    |     |     |      | FFFE | 16 | 0016 | FFFE | 0E | 0004 | 121C | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|   413 |    |      |      |      |    |    |     |     |      | FFFE | 16 | 0016 | FFFE | 0E | 0004 | 121C | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|   414 |    | MREQ |      |      | RD |    |     |     |      | 0048 | 16 | 0016 | FFFE | 0E | 0004 | 121C | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|   415 |    |      |      |      |    |    |     |     |      | 0048 | 6E | 0016 | FFFE | 0E | 0004 | 121C | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|   416 |    |      |      |      |    |    |     |     |      | 0048 | 6E | 0016 | FFFE | 0E | 0004 | 121C | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|   417 |    | MREQ |      |      | RD |    |     |     |      | 0049 | 6E | 0016 | FFFE | 0E | 0004 | 121C | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|   418 |    |      |      |      |    |    |     |     |      | 0049 | 00 | 006E | FFFE | 0E | 0004 | 121C | 0059 | 34 12 | 00 00 | LD C,1Ch     |
|                                                                                                                                                 | <- INT SrvRtn|   419 | M1 | MREQ |      |      | RD |    |     |     |      | 006E | 00 | 006F | FFFE | 0E | 0004 | 121C | 0059 | 34 12 | 00 00 | PUSH AF      |
|   420 |    |      |      |      |    |    |     |     |      | 006E | F5 | 006F | FFFE | F5 | 0004 | 121C | 0059 | 34 12 | 00 00 | PUSH AF      |
|   421 |    | MREQ |      | RFSH |    |    |     |     |      | 0031 | F5 | 006F | FFFE | F5 | 0004 | 121C | 0059 | 34 12 | 00 00 | PUSH AF      |
|   422 |    |      |      |      |    |    |     |     |      | 0031 | F5 | 006F | FFFE | F5 | 0004 | 121C | 0059 | 34 12 | 00 00 | PUSH AF      |
|   423 |    |      |      |      |    |    |     |     |      | 0031 | F5 | 006F | FFFE | F5 | 0004 | 121C | 0059 | 34 12 | 00 00 | PUSH AF      |
|   424 |    |      |      |      |    |    |     |     |      | 0031 | F5 | 006F | FFFE | F5 | 0004 | 121C | 0059 | 34 12 | 00 00 | PUSH AF      |
|   425 |    | MREQ |      |      |    | WR |     |     |      | FFFD | 00 | 006F | FFFD | F5 | 0004 | 121C | 0059 | 34 12 | 00 00 | PUSH AF      |
|   426 |    |      |      |      |    |    |     |     |      | FFFD | 00 | 006F | FFFD | F5 | 0004 | 121C | 0059 | 34 12 | 00 00 | PUSH AF      |
|   427 |    |      |      |      |    |    |     |     |      | FFFD | 00 | 006F | FFFD | F5 | 0004 | 121C | 0059 | 34 12 | 00 00 | PUSH AF      |
|   428 |    | MREQ |      |      |    | WR |     |     |      | FFFC | 04 | 006F | FFFC | F5 | 0004 | 121C | 0059 | 34 12 | 00 00 | PUSH AF      |
|   429 |    |      |      |      |    |    |     |     |      | FFFC | 04 | 006F | FFFC | F5 | 0004 | 121C | 0059 | 34 12 | 00 00 | PUSH AF      |
|   430 | M1 | MREQ |      |      | RD |    |     |     |      | 006F | 04 | 0070 | FFFC | F5 | 0004 | 121C | 0059 | 34 12 | 00 00 | LD A,(0080h) |
|   431 |    |      |      |      |    |    |     |     |      | 006F | 3A | 0070 | FFFC | 3A | 0004 | 121C | 0059 | 34 12 | 00 00 | LD A,(0080h) |
|   432 |    | MREQ |      | RFSH |    |    |     |     |      | 0032 | 3A | 0070 | FFFC | 3A | 0004 | 121C | 0059 | 34 12 | 00 00 | LD A,(0080h) |
|   433 |    |      |      |      |    |    |     |     |      | 0032 | 3A | 0070 | FFFC | 3A | 0004 | 121C | 0059 | 34 12 | 00 00 | LD A,(0080h) |
|   434 |    |      |      |      |    |    |     |     |      | 0032 | 3A | 0070 | FFFC | 3A | 0004 | 121C | 0059 | 34 12 | 00 00 | LD A,(0080h) |
|   435 |    | MREQ |      |      | RD |    |     |     |      | 0070 | 3A | 0071 | FFFC | 3A | 0004 | 121C | 0059 | 34 12 | 00 00 | LD A,(0080h) |
|   436 |    |      |      |      |    |    |     |     |      | 0070 | 80 | 0071 | FFFC | 3A | 0004 | 121C | 0059 | 34 12 | 00 00 | LD A,(0080h) |
|   437 |    |      |      |      |    |    |     |     |      | 0070 | 80 | 0071 | FFFC | 3A | 0004 | 121C | 0059 | 34 12 | 00 00 | LD A,(0080h) |
|   438 |    | MREQ |      |      | RD |    |     |     |      | 0071 | 80 | 0072 | FFFC | 3A | 0004 | 121C | 0059 | 34 12 | 00 00 | LD A,(0080h) |
|   439 |    |      |      |      |    |    |     |     |      | 0071 | 00 | 0072 | FFFC | 3A | 0004 | 121C | 0059 | 34 12 | 00 00 | LD A,(0080h) |
|   440 |    |      |      |      |    |    |     |     |      | 0071 | 00 | 0072 | FFFC | 3A | 0004 | 121C | 0059 | 34 12 | 00 00 | LD A,(0080h) |
|   441 |    | MREQ |      |      | RD |    |     |     |      | 0080 | 00 | 0072 | FFFC | 3A | 0004 | 121C | 0059 | 34 12 | 00 00 | LD A,(0080h) |
|   442 |    |      |      |      |    |    |     |     |      | 0080 | 00 | 0072 | FFFC | 3A | 0004 | 121C | 0059 | 34 12 | 00 00 | LD A,(0080h) |
|   443 | M1 | MREQ |      |      | RD |    |     |     |      | 0072 | 00 | 0073 | FFFC | 3A | 0004 | 121C | 0059 | 34 12 | 00 00 | INC A        |
|   444 |    |      |      |      |    |    |     |     |      | 0072 | 3C | 0073 | FFFC | 3C | 0004 | 121C | 0059 | 34 12 | 00 00 | INC A        |
|   445 |    | MREQ |      | RFSH |    |    |     |     |      | 0033 | 3C | 0073 | FFFC | 3C | 0004 | 121C | 0059 | 34 12 | 00 00 | INC A        |
|   446 |    |      |      |      |    |    |     |     |      | 0033 | 3C | 0073 | FFFC | 3C | 0004 | 121C | 0059 | 34 12 | 00 00 | INC A        |
|   447 | M1 | MREQ |      |      | RD |    |     |     |      | 0073 | 3C | 0074 | FFFC | 3C | 0100 | 121C | 0059 | 34 12 | 00 00 | LD (0080h),A |
|   448 |    |      |      |      |    |    |     |     |      | 0073 | 32 | 0074 | FFFC | 32 | 0100 | 121C | 0059 | 34 12 | 00 00 | LD (0080h),A |
|   449 |    | MREQ |      | RFSH |    |    |     |     |      | 0034 | 32 | 0074 | FFFC | 32 | 0100 | 121C | 0059 | 34 12 | 00 00 | LD (0080h),A |
|   450 |    |      |      |      |    |    |     |     |      | 0034 | 32 | 0074 | FFFC | 32 | 0100 | 121C | 0059 | 34 12 | 00 00 | LD (0080h),A |
|   451 |    |      |      |      |    |    |     |     |      | 0034 | 32 | 0074 | FFFC | 32 | 0100 | 121C | 0059 | 34 12 | 00 00 | LD (0080h),A |
|   452 |    | MREQ |      |      | RD |    |     |     |      | 0074 | 32 | 0075 | FFFC | 32 | 0100 | 121C | 0059 | 34 12 | 00 00 | LD (0080h),A |
|   453 |    |      |      |      |    |    |     |     |      | 0074 | 80 | 0075 | FFFC | 32 | 0100 | 121C | 0059 | 34 12 | 00 00 | LD (0080h),A |
|   454 |    |      |      |      |    |    |     |     |      | 0074 | 80 | 0075 | FFFC | 32 | 0100 | 121C | 0059 | 34 12 | 00 00 | LD (0080h),A |
|   455 |    | MREQ |      |      | RD |    |     |     |      | 0075 | 80 | 0076 | FFFC | 32 | 0100 | 121C | 0059 | 34 12 | 00 00 | LD (0080h),A |
|   456 |    |      |      |      |    |    |     |     |      | 0075 | 00 | 0076 | FFFC | 32 | 0100 | 121C | 0059 | 34 12 | 00 00 | LD (0080h),A |
|   457 |    |      |      |      |    |    |     |     |      | 0075 | 00 | 0076 | FFFC | 32 | 0100 | 121C | 0059 | 34 12 | 00 00 | LD (0080h),A |
|   458 |    | MREQ |      |      |    | WR |     |     |      | 0080 | 01 | 0076 | FFFC | 32 | 0100 | 121C | 0059 | 34 12 | 00 00 | LD (0080h),A |
|   459 |    |      |      |      |    |    |     |     |      | 0080 | 01 | 0076 | FFFC | 32 | 0100 | 121C | 0059 | 34 12 | 01 00 | LD (0080h),A |
|   460 | M1 | MREQ |      |      | RD |    |     |     |      | 0076 | 01 | 0077 | FFFC | 32 | 0100 | 121C | 0059 | 34 12 | 01 00 | POP AF       |
|   461 |    |      |      |      |    |    |     |     |      | 0076 | F1 | 0077 | FFFC | F1 | 0100 | 121C | 0059 | 34 12 | 01 00 | POP AF       |
|   462 |    | MREQ |      | RFSH |    |    |     |     |      | 0035 | F1 | 0077 | FFFC | F1 | 0100 | 121C | 0059 | 34 12 | 01 00 | POP AF       |
|   463 |    |      |      |      |    |    |     |     |      | 0035 | F1 | 0077 | FFFC | F1 | 0100 | 121C | 0059 | 34 12 | 01 00 | POP AF       |
|   464 |    |      |      |      |    |    |     |     |      | 0035 | F1 | 0077 | FFFC | F1 | 0100 | 121C | 0059 | 34 12 | 01 00 | POP AF       |
|   465 |    | MREQ |      |      | RD |    |     |     |      | FFFC | F1 | 0077 | FFFD | F1 | 0100 | 121C | 0059 | 34 12 | 01 00 | POP AF       |
|   466 |    |      |      |      |    |    |     |     |      | FFFC | 04 | 0077 | FFFD | F1 | 0104 | 121C | 0059 | 34 12 | 01 00 | POP AF       |
|   467 |    |      |      |      |    |    |     |     |      | FFFC | 04 | 0077 | FFFD | F1 | 0104 | 121C | 0059 | 34 12 | 01 00 | POP AF       |
|   468 |    | MREQ |      |      | RD |    |     |     |      | FFFD | 04 | 0077 | FFFE | F1 | 0104 | 121C | 0059 | 34 12 | 01 00 | POP AF       |
|   469 |    |      |      |      |    |    |     |     |      | FFFD | 00 | 0077 | FFFE | F1 | 0004 | 121C | 0059 | 34 12 | 01 00 | POP AF       |
|   470 | M1 | MREQ |      |      | RD |    |     |     |      | 0077 | 00 | 0078 | FFFE | F1 | 0004 | 121C | 0059 | 34 12 | 01 00 | EI           |
|   471 |    |      |      |      |    |    |     |     |      | 0077 | FB | 0078 | FFFE | FB | 0004 | 121C | 0059 | 34 12 | 01 00 | EI           |
|   472 |    | MREQ |      | RFSH |    |    |     |     |      | 0036 | FB | 0078 | FFFE | FB | 0004 | 121C | 0059 | 34 12 | 01 00 | EI           |
|   473 |    |      |      |      |    |    |     |     |      | 0036 | FB | 0078 | FFFE | FB | 0004 | 121C | 0059 | 34 12 | 01 00 | EI           |
|   474 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0078 | FB | 0079 | FFFE | FB | 0004 | 121C | 0059 | 34 12 | 01 00 | RETI         |
|   475 |    |      |      |      |    |    |     |     | IFF1 | 0078 | ED | 0079 | FFFE | ED | 0004 | 121C | 0059 | 34 12 | 01 00 | RETI         |
|   476 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0037 | ED | 0079 | FFFE | ED | 0004 | 121C | 0059 | 34 12 | 01 00 | RETI         |
|   477 |    |      |      |      |    |    |     |     | IFF1 | 0037 | ED | 0079 | FFFE | ED | 0004 | 121C | 0059 | 34 12 | 01 00 | RETI         |
|   478 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0079 | ED | 007A | FFFE | ED | 0004 | 121C | 0059 | 34 12 | 01 00 | RETI         |
|   479 |    |      |      |      |    |    |     |     | IFF1 | 0079 | 4D | 007A | FFFE | 4D | 0004 | 121C | 0059 | 34 12 | 01 00 | RETI         |
|   480 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0038 | 4D | 007A | FFFE | 4D | 0004 | 121C | 0059 | 34 12 | 01 00 | RETI         |
|   481 |    |      |      |      |    |    |     |     | IFF1 | 0038 | 4D | 007A | FFFE | 4D | 0004 | 121C | 0059 | 34 12 | 01 00 | RETI         |
|   482 |    |      |      |      |    |    |     |     | IFF1 | 0038 | 4D | 007A | FFFE | 4D | 0004 | 121C | 0059 | 34 12 | 01 00 | RETI         |
|   483 |    | MREQ |      |      | RD |    |     |     | IFF1 | FFFE | 4D | 007A | FFFF | 4D | 0004 | 121C | 0059 | 34 12 | 01 00 | RETI         |
|   484 |    |      |      |      |    |    |     |     | IFF1 | FFFE | 16 | 007A | FFFF | 4D | 0004 | 121C | 0059 | 34 12 | 01 00 | RETI         |
|   485 |    |      |      |      |    |    |     |     | IFF1 | FFFE | 16 | 007A | FFFF | 4D | 0004 | 121C | 0059 | 34 12 | 01 00 | RETI         |
|   486 |    | MREQ |      |      | RD |    |     |     | IFF1 | FFFF | 16 | 007A | 0000 | 4D | 0004 | 121C | 0059 | 34 12 | 01 00 | RETI         |
|   487 |    |      |      |      |    |    |     |     | IFF1 | FFFF | 00 | 0016 | 0000 | 4D | 0004 | 121C | 0059 | 34 12 | 01 00 | RETI         |
|   488 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0016 | 00 | 0017 | 0000 | 4D | 0004 | 121C | 0059 | 34 12 | 01 00 | IN B,(C)     |
|   489 |    |      |      |      |    |    |     |     | IFF1 | 0016 | ED | 0017 | 0000 | ED | 0004 | 121C | 0059 | 34 12 | 01 00 | IN B,(C)     |
|   490 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0039 | ED | 0017 | 0000 | ED | 0004 | 121C | 0059 | 34 12 | 01 00 | IN B,(C)     |
|   491 |    |      |      |      |    |    |     |     | IFF1 | 0039 | ED | 0017 | 0000 | ED | 0004 | 121C | 0059 | 34 12 | 01 00 | IN B,(C)     |
|   492 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0017 | ED | 0018 | 0000 | ED | 0004 | 121C | 0059 | 34 12 | 01 00 | IN B,(C)     |
|   493 |    |      |      |      |    |    |     |     | IFF1 | 0017 | 40 | 0018 | 0000 | 40 | 0004 | 121C | 0059 | 34 12 | 01 00 | IN B,(C)     |
|   494 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 003A | 40 | 0018 | 0000 | 40 | 0004 | 121C | 0059 | 34 12 | 01 00 | IN B,(C)     |
|   495 |    |      |      |      |    |    |     |     | IFF1 | 003A | 40 | 0018 | 0000 | 40 | 0004 | 121C | 0059 | 34 12 | 01 00 | IN B,(C)     |
|   496 |    |      |      |      |    |    |     |     | IFF1 | 003A | 40 | 0018 | 0000 | 40 | 0004 | 121C | 0059 | 34 12 | 01 00 | IN B,(C)     |
|   497 |    |      |      |      |    |    |     |     | IFF1 | 003A | 40 | 0018 | 0000 | 40 | 0004 | 121C | 0059 | 34 12 | 01 00 | IN B,(C)     |
